tagX;tagY;tagZ;GPSChildX;GPSChildY;GPSChildZ;GPSMotherX;GPSMotherY;GPSMotherZ;pontosX;pontosY;pontosZ
0.00967013;-0.00916458;6.01995;0;0;0;0.0131632;0.00384747;3.33449;1;1;6
0.00955045;-0.0082855;6.00356;0;0;0;0.0128196;0.00564511;3.3382;1;1;6
0.00970147;-0.00554832;5.98352;0;0;0;0.0148102;0.0100718;3.34507;1;1;6
0.0150063;-0.000189648;5.9459;0;0;0;0.0216443;0.0187298;3.35219;1;1;6
0.0261032;0.0123425;6.02546;0;0;0;0.0374318;0.0348665;3.35519;1;1;6
0.0261032;0.0123425;6.02546;0;0;0;0.0663211;0.0626028;3.35043;1;1;6
0.0733655;0.0562381;5.98893;0;0;0;0.11096;0.105377;3.34563;1;1;6
0.132028;0.103465;6.02006;0;0;0;0.169742;0.162611;3.33859;1;1;6
0.231439;0.201894;6.09017;0;0;0;0.237521;0.230302;3.32579;1;1;6
0.292837;0.267925;5.92069;0;0;0;0.308358;0.304536;3.31334;1;1;6
0.292837;0.267925;5.92069;0;0;0;0.375747;0.379167;3.30672;1;1;6
0.357982;0.341636;5.96052;0;0;0;0.437451;0.450005;3.28923;1;1;6
0.436263;0.441521;5.94681;0;0;0;0.492035;0.513619;3.27153;1;1;6
0.497348;0.507197;6.09017;0;0;0;0.516374;0.541831;3.26434;1;1;6
0.552446;0.57299;6.05428;0;0;0;-0.00371679;0.00672398;9.00006;1;1;6
0.552446;0.57299;6.05428;0;0;0;0.603793;0.634691;3.23886;1;1;6
0.595833;0.61553;6.09017;0;0;0;0.645211;0.673242;3.23126;1;1;6
0.630048;0.641722;6.038;0;0;0;0.685738;0.708962;3.22414;1;1;6
0.68447;0.694318;6.09017;0;0;0;0.721635;0.740305;3.2212;1;1;6
0.716744;0.725891;6.12062;0;0;0;0.751456;0.768059;3.21705;1;1;6
0.716744;0.725891;6.12062;0;0;0;0.764648;0.781077;3.21644;1;1;6
0.733712;0.743561;6.09017;0;0;0;0.786974;0.803298;3.21866;1;1;6
0.753409;0.763258;6.09017;0;0;0;0.806596;0.823917;3.2235;1;1;6
0.782955;0.792803;6.09017;0;0;0;0.82516;0.842752;3.22722;1;1;6
0.798837;0.81007;6.07297;0;0;0;0.844057;0.860014;3.23105;1;1;6
0.798837;0.81007;6.07297;0;0;0;0.863676;0.875857;3.23502;1;1;6
