X;Y;Z
0.644965;0.327851;2.87897
0.645297;0.328019;2.88045
0.646479;0.328708;2.886
0.644579;0.3277;2.87737
0.646737;0.328753;2.88706
0.644965;0.327851;2.87897
0.64606;0.328416;2.88372
0.643967;0.327374;2.87477
0.646337;0.328508;2.88483
0.648892;0.329804;2.89626
0.645168;0.327993;2.88
0.644841;0.327851;2.87867
0.646395;0.328586;2.88522
0.648871;0.329813;2.8963
0.647383;0.329151;2.88992
0.644965;0.327851;2.87897
0.645679;0.328257;2.88228
0.645685;0.32822;2.88246
0.644965;0.327851;2.87897
0.644965;0.327851;2.87897
0.645094;0.327933;2.87967
0.645008;0.327833;2.87888
0.644414;0.327591;2.87664
0.643967;0.327374;2.87477
0.647062;0.328903;2.88849
0.645805;0.328259;2.88259
0.64732;0.328998;2.88938
0.64393;0.327332;2.87461
0.642934;0.326867;2.87028
0.644166;0.327479;2.87566
0.645094;0.327933;2.87967
0.646195;0.32843;2.88461
0.645743;0.328217;2.88245
0.64553;0.328125;2.88164
0.643349;0.327074;2.87229
0.645611;0.328134;2.88173
0.644087;0.327502;2.87558
0.644665;0.327751;2.87804
0.644166;0.327479;2.87566
0.643132;0.326972;2.87117
0.644735;0.327795;2.8782
0.643624;0.32724;2.87352
0.644166;0.327479;2.87566
0.645881;0.328377;2.88334
0.644735;0.327795;2.8782
0.644962;0.327902;2.87937
0.644739;0.327768;2.87821
0.645915;0.328332;2.88321
0.642798;0.32684;2.86995
0.644841;0.327851;2.87867
0.644418;0.327598;2.87694
0.643349;0.327074;2.87229
0.642934;0.326867;2.87028
0.642692;0.326694;2.86921
0.645721;0.328335;2.88291
0.647397;0.32902;2.89
0.642853;0.326826;2.86992
0.645485;0.328114;2.88157
0.642477;0.326675;2.86852
0.642797;0.32673;2.86982
0.645263;0.327951;2.88058
0.645121;0.327969;2.88022
0.644368;0.327541;2.87671
0.645713;0.328209;2.88261
0.644875;0.327734;2.87872
0.645902;0.328321;2.88359
0.645159;0.327887;2.88028
0.648104;0.32927;2.89305
0.645178;0.327863;2.88008
0.646751;0.328647;2.88726
0.646394;0.328535;2.88551
0.645619;0.328123;2.88234
0.645849;0.328222;2.88351
0.645075;0.327817;2.87991
0.64744;0.329023;2.89008
0.645178;0.32788;2.88021
0.645178;0.32788;2.88021
0.645178;0.32788;2.88021
0.645218;0.32786;2.88013
0.643617;0.327104;2.87337
0.644175;0.327416;2.87585
0.642869;0.326811;2.87
0.646941;0.328707;2.88784
0.644881;0.327741;2.87904
0.649175;0.329833;2.89756
0.646806;0.328644;2.88726
0.644311;0.327472;2.87662
0.646616;0.32854;2.88682
0.645614;0.328054;2.88203
0.645649;0.328045;2.8822
0.646736;0.328657;2.88735
0.645075;0.327817;2.87991
0.645167;0.327776;2.88033
0.645071;0.327837;2.8796
0.645661;0.328106;2.88224
0.645614;0.328054;2.88203
0.647009;0.328716;2.88816
0.64648;0.328428;2.88564
0.646384;0.328383;2.88522
0.646384;0.328383;2.88522
