X;Y;Z
0.607936;-0.39024;2.85311
0.607745;-0.39015;2.85221
0.608236;-0.390295;2.85436
0.609098;-0.391003;2.85873
0.610704;-0.391842;2.86596
0.607399;-0.389978;2.85073
0.606851;-0.389408;2.84784
0.607044;-0.389758;2.84891
0.60929;-0.39097;2.85951
0.608359;-0.390476;2.8548
0.607975;-0.390186;2.85307
0.607381;-0.389856;2.85004
0.609404;-0.391076;2.85968
0.607561;-0.389934;2.85086
0.610209;-0.391621;2.86364
0.608319;-0.390366;2.85473
0.609852;-0.391431;2.86226
0.607976;-0.390251;2.85298
0.607058;-0.389682;2.84897
0.609445;-0.391146;2.85974
0.608924;-0.39086;2.85743
0.609733;-0.391329;2.86155
0.60931;-0.391084;2.85927
0.607509;-0.389998;2.8511
0.6081;-0.390256;2.85356
0.607957;-0.390239;2.85313
0.607925;-0.390234;2.85304
0.607916;-0.390183;2.85268
0.609355;-0.391126;2.85972
0.607855;-0.390261;2.85259
0.60967;-0.391311;2.86096
0.6093;-0.391;2.85946
0.608402;-0.390451;2.85484
0.608993;-0.390862;2.85801
0.607692;-0.39001;2.85178
0.609565;-0.391082;2.86047
0.61032;-0.391526;2.86385
0.608831;-0.390608;2.85669
0.608967;-0.390768;2.85806
0.610231;-0.391618;2.86388
0.608041;-0.390241;2.85369
0.610643;-0.391778;2.86562
0.611464;-0.392318;2.86977
0.612914;-0.393217;2.8761
0.608088;-0.390252;2.85363
0.609326;-0.391025;2.85943
0.60905;-0.390869;2.85843
0.608341;-0.390396;2.85515
0.606812;-0.38961;2.84781
0.610967;-0.392029;2.86722
0.608309;-0.390287;2.85407
0.612863;-0.393206;2.87606
0.610322;-0.391607;2.86403
0.609639;-0.391271;2.86065
0.608943;-0.390839;2.85768
0.610238;-0.391634;2.86355
0.609856;-0.391303;2.86215
0.610682;-0.391873;2.86577
0.610181;-0.39164;2.86336
0.608137;-0.390185;2.85365
0.611871;-0.392682;2.87148
0.612148;-0.392803;2.87269
0.608243;-0.390233;2.85395
0.608633;-0.390575;2.8562
0.608798;-0.390705;2.8567
0.610619;-0.391804;2.86542
0.609636;-0.391114;2.86055
0.611477;-0.392434;2.86987
0.608215;-0.390312;2.85419
0.609926;-0.391339;2.86192
0.610831;-0.391939;2.86634
0.608977;-0.390865;2.85768
0.61027;-0.391606;2.8637
0.610273;-0.391536;2.86355
0.608991;-0.3908;2.85753
0.608917;-0.390703;2.8575
0.609603;-0.391158;2.86057
0.609398;-0.391018;2.85965
0.609445;-0.391146;2.85974
0.610764;-0.391851;2.86577
0.608697;-0.39073;2.85669
0.607388;-0.389919;2.85007
0.610795;-0.391995;2.86617
0.609457;-0.391068;2.85971
0.60877;-0.39069;2.85683
0.609076;-0.390883;2.85855
0.607811;-0.390068;2.85213
0.609374;-0.391018;2.85962
0.608402;-0.390451;2.85484
0.609376;-0.391072;2.85942
0.608866;-0.390739;2.8571
0.607362;-0.389766;2.84979
0.608461;-0.39042;2.85528
0.608013;-0.390141;2.85301
0.609005;-0.390918;2.85784
0.609899;-0.391438;2.86188
0.60984;-0.391341;2.8616
0.609164;-0.39096;2.85851
0.608705;-0.390678;2.85627
0.609296;-0.391041;2.85949
