tagX;tagY;tagZ;GPSChildX;GPSChildY;GPSChildZ;GPSMotherX;GPSMotherY;GPSMotherZ;pontosX;pontosY;pontosZ
0.0311401;0.02026;5.65029;0.0444178;0.0443912;3.72168;0.00657442;0.0202751;9.14523;1;0;9
0.0311401;0.02026;5.65029;0.0393293;0.0382374;3.72731;0.00638837;0.0182377;9.14521;1;0;9
0.0236183;0.0129421;5.70099;0.0337844;0.0270922;3.73161;0.00911372;0.0170083;9.1437;1;0;9
0.0139286;-0.00464286;5.74216;0.031563;0.0212159;3.73006;0.0116223;0.0166617;9.14258;1;0;9
0.00464286;-0.0139286;5.74216;0.0308295;0.00979065;3.72991;0.0202544;0.0163504;9.14026;1;0;9
0.00316629;-0.0224707;5.70533;0.037713;0.00229901;3.72922;0.0354042;0.0158151;9.13851;1;0;9
0.00316629;-0.0224707;5.70533;0.0554764;0.000288206;3.7291;0.0569879;0.0142554;9.13748;1;0;9
-0.00103136;-0.0232168;5.74728;0.0687998;0.00115801;3.72724;0.069346;0.0129783;9.13716;1;0;9
0.0139286;-0.0139286;5.74216;0.10451;0.00496224;3.72239;0.0948042;0.00951475;9.13693;1;0;9
0.0328304;-0.0037298;5.70092;0.148891;0.0105787;3.72057;0.118644;0.00556329;9.13683;1;0;9
0.0597579;0.00462927;5.72735;0.193858;0.0155272;3.71929;0.139314;0.00216286;9.13645;1;0;9
0.0597579;0.00462927;5.72735;0.230672;0.0187247;3.71692;0.157451;5.51068e-05;9.13541;1;0;9
0.0846124;0.0139299;5.74692;0.24366;0.0195927;3.71489;0.166227;-0.000316636;9.13465;1;0;9
0.0848355;0.0138125;5.74534;0.25717;0.0210446;3.7117;0.18449;2.04095e-05;9.13266;1;0;9
0.0578304;0.0144808;5.67279;0.25786;0.0231265;3.70806;0.205653;0.00205012;9.13048;1;0;9
0.0232143;0.0139286;5.74216;0.255871;0.0245728;3.70542;0.230539;0.00475333;9.12855;1;0;9
0.0232143;0.0139286;5.74216;0.253131;0.0291165;3.69638;0.244107;0.00611224;9.12777;1;0;9
0.00100341;0.0220087;5.76719;0.26013;0.0353601;3.68188;0.272496;0.00778135;9.12686;1;0;9
-0.0196055;0.0232167;5.74721;0.283648;0.0423173;3.67144;0.300636;0.008002;9.12675;1;0;9
-0.0103184;0.0325037;5.74729;0.300898;0.0450025;3.66688;0.314265;0.00756462;9.12699;1;0;9
0.0115108;0.0380964;5.80993;0.342763;0.04867;3.65693;0.340312;0.00588418;9.12766;1;0;9
0.0115108;0.0380964;5.80993;0.38793;0.0489094;3.64611;0.365411;0.00395182;9.12828;1;0;9
0.0322207;0.0399798;5.78433;0.408611;0.0468927;3.64291;0.378099;0.00328329;9.12842;1;0;9
