tagX;tagY;tagZ;GPSChildX;GPSChildY;GPSChildZ;GPSMotherX;GPSMotherY;GPSMotherZ;pontosX;pontosY;pontosZ
0.983268;0.0135777;5.41199;1.06653;0.0405471;4.00087;0.0208215;0.0210802;9.18281;1;0;5.5
0.991005;0.0148009;5.4474;1.06653;0.0405471;4.00087;0.0213611;0.020431;9.18248;1;0;5.5
0.991005;0.0148009;5.4474;1.06882;0.0423485;3.99967;0.0213611;0.020431;9.18248;1;0;5.5
0.991266;0.0201854;5.45763;1.07136;0.0439638;3.99763;0.0216336;0.0195504;9.1823;1;0;5.5
0.996959;0.0219595;5.43178;1.07362;0.0449751;4.00805;0.0217265;0.0184438;9.18209;1;0;5.5
0.995752;0.0222092;5.42281;1.07528;0.0445255;4.03098;0.0214448;0.0171825;9.18198;1;0;5.5
1.00574;0.0219595;5.43178;1.07656;0.0440896;4.05546;0.0210909;0.015803;9.18181;1;0;5.5
1.00574;0.0219595;5.43178;1.07746;0.0429907;4.08019;0.0206216;0.0143287;9.18169;1;0;5.5
1.00254;0.0210777;5.38652;1.07763;0.0409765;4.10484;0.0200395;0.0129392;9.18149;1;0;5.5
1.0072;0.02273;5.37571;1.07753;0.0385854;4.13026;0.019391;0.0116124;9.1813;1;0;5.5
1.00124;0.0172396;5.29191;1.07694;0.0359127;4.15513;0.0187347;0.0105732;9.18098;1;0;5.5
0.997698;0.0163256;5.24849;1.07615;0.0331215;4.17959;0.0181797;0.00972957;9.18065;1;0;5.5
0.997698;0.0163256;5.24849;1.07529;0.0301862;4.20414;0.0178368;0.00912027;9.18019;1;0;5.5
0.99878;0.0154275;5.22848;1.07439;0.0277622;4.22626;0.0175861;0.00886508;9.1797;1;0;5.5
0.987021;0.0129414;5.14048;1.07367;0.0255475;4.24531;0.0176442;0.00874728;9.17908;1;0;5.5
1.00795;0.00829322;5.22241;1.0733;0.0235358;4.26301;0.0179607;0.00880816;9.17846;1;0;5.5
1.00433;0.00558703;5.1846;1.07335;0.0226118;4.27997;0.0184784;0.00914543;9.17773;1;0;5.5
1.00433;0.00558703;5.1846;1.0739;0.0224165;4.29429;0.0192545;0.00957797;9.17705;1;0;5.5
0.998033;0.00478914;5.13138;1.07474;0.0225704;4.30893;0.02022;0.0100647;9.17631;1;0;5.5
0.99744;0.00501146;5.1291;1.07474;0.0225704;4.30893;0.0212197;0.010552;9.17567;1;0;5.5
0.998581;0.0103006;5.07961;1.07616;0.0243349;4.32403;0.0212197;0.010552;9.17567;1;0;5.5
1.01043;0.0128703;5.1259;1.07807;0.0267275;4.33663;0.0221921;0.0109888;9.17502;1;0;5.5
1.01043;0.0128703;5.1259;1.08015;0.0294006;4.34811;0.0228725;0.0114229;9.17451;1;0;5.5
0.99462;0.0166489;5.00883;1.0825;0.0325364;4.35936;0.0234823;0.0116399;9.17404;1;0;5.5
1.00275;0.0176329;5.04149;1.08485;0.0359358;4.36903;0.0238869;0.0116781;9.17371;1;0;5.5
1.0075;0.024375;5.02439;1.08681;0.0395783;4.3787;0.0241912;0.0115476;9.17341;1;0;5.5
1.00721;0.0322342;5.02117;1.08825;0.0426753;4.38622;0.0242381;0.0112776;9.17326;1;0;5.5
1.00721;0.0322342;5.02117;1.08905;0.0455296;4.39091;0.0241284;0.0109483;9.1731;1;0;5.5
1.00184;0.031508;4.98523;1.08896;0.0474501;4.39694;0.0239785;0.0104824;9.17304;1;0;5.5
1.00268;0.0315501;4.98745;1.08806;0.0490954;4.40324;0.0237156;0.010045;9.17293;1;0;5.5
1.00375;0.0317343;4.99963;1.08632;0.0491587;4.40946;0.0234074;0.00957518;9.17285;1;0;5.5
1.0075;0.0325;5.02439;1.08398;0.0484757;4.41463;0.0231317;0.00902767;9.17266;1;0;5.5
1.0075;0.0325;5.02439;1.07818;0.0445767;4.42394;0.022583;0.00843831;9.17211;1;0;5.5
1.0075;0.0325;5.02439;1.07514;0.0416132;4.4292;0.0223974;0.00844049;9.17172;1;0;5.5
0.978542;0.027263;4.88891;1.07238;0.0385462;4.43535;0.0224024;0.00875211;9.17117;1;0;5.5
0.975877;0.0198176;4.90372;1.06987;0.0354224;4.44201;0.0226658;0.00925588;9.17061;1;0;5.5
0.999375;0.01625;5.02439;1.06987;0.0354224;4.44201;0.0231259;0.00999438;9.1699;1;0;5.5
0.999375;0.01625;5.02439;1.06807;0.0326388;4.44835;0.0231259;0.00999438;9.1699;1;1;5.5
0.976507;0.01237;4.92153;1.06705;0.0302721;4.45032;0.0235659;0.0107918;9.16921;1;1;5.5
0.975874;0.0118905;4.90371;1.06661;0.0288356;4.44897;0.0244852;0.0128092;9.16771;1;1;5.5
0.982249;0.00989041;4.92983;1.06788;0.0300657;4.45336;0.025061;0.0137508;9.16698;1;1;5.5
0.975548;0.012279;4.88962;1.06928;0.0331904;4.45382;0.025602;0.0146403;9.16637;1;1;5.5
0.975548;0.012279;4.88962;1.07093;0.0380586;4.45346;0.025967;0.0153841;9.16578;1;1;5.5
0.996365;0.0166907;4.98652;1.0726;0.0452583;4.45287;0.0260997;0.0161209;9.16537;1;1;5.5
0.974596;0.0202995;4.86423;1.07416;0.0542206;4.4513;0.0260354;0.0166939;9.16501;1;1;5.5
0.990423;0.0408368;4.93368;1.07517;0.0662557;4.45072;0.0258625;0.0170196;9.16481;1;1;5.5
0.999938;0.0529183;4.97874;1.07536;0.0813748;4.45153;0.0255452;0.0170267;9.16462;1;1;5.5
0.999938;0.0529183;4.97874;1.07492;0.0989137;4.44806;0.0251354;0.016824;9.16456;1;1;5.5
0.997408;0.0715945;4.9689;1.0736;0.11888;4.44268;0.0248589;0.0163729;9.16447;1;1;5.5
0.98628;0.088487;4.92035;1.0709;0.141451;4.43959;0.0246425;0.0159998;9.16446;1;1;5.5
0.984917;0.136783;4.94666;1.06779;0.166833;4.43622;0.0245242;0.0155577;9.16435;1;1;5.5
0.988306;0.162673;4.99659;1.06373;0.193708;4.43271;0.0243479;0.0151942;9.16427;1;1;5.5
0.988306;0.162673;4.99659;1.05941;0.222313;4.42758;0.0242317;0.0149468;9.16405;1;1;5.5
0.980661;0.192665;4.98768;1.05495;0.251455;4.42189;0.0241461;0.0147539;9.16379;1;1;5.5
0.980561;0.219405;5.0214;1.0504;0.281104;4.41789;0.0240866;0.0146506;9.16338;1;1;5.5
0.95499;0.274615;4.91885;1.04648;0.311375;4.41462;0.0240931;0.014777;9.16292;1;1;5.5
0.966875;0.30875;5.02439;1.04318;0.341309;4.41166;0.0240655;0.0150712;9.1623;1;1;5.5
0.966875;0.30875;5.02439;1.04073;0.371004;4.41019;0.0240097;0.0155289;9.16168;1;1;5.5
0.949437;0.331438;4.93151;1.03943;0.400082;4.4064;0.0239292;0.016219;9.16095;1;1;5.5
0.959936;0.363873;4.99568;1.03908;0.428533;4.40306;0.0238912;0.0169791;9.16027;1;1;5.5
0.966875;0.414375;5.02439;1.03979;0.455612;4.39956;0.0238577;0.017784;9.15953;1;1;5.5
0.966875;0.43875;5.02439;1.04115;0.482299;4.39403;0.0237291;0.0184952;9.15891;1;1;5.5
0.966875;0.43875;5.02439;1.04341;0.507986;4.39023;0.0234595;0.018968;9.15829;1;1;5.5
0.966875;0.463125;5.02439;1.04606;0.532044;4.38839;0.0230143;0.0192133;9.15782;1;1;5.5
0.966875;0.4875;5.02439;1.04875;0.555204;4.38664;0.0224549;0.0191855;9.1574;1;1;5.5
0.975;0.528125;5.02439;1.05116;0.577531;4.38467;0.0219399;0.0189613;9.15714;1;1;5.5
0.971024;0.545958;4.98537;1.05307;0.598861;4.38268;0.021441;0.0184461;9.15694;1;1;5.5
0.971024;0.545958;4.98537;1.05431;0.61916;4.38082;0.020742;0.0175744;9.15689;1;1;5.5
0.972387;0.565136;4.98992;1.05481;0.638194;4.3786;0.0199943;0.0164832;9.15685;1;1;5.5
0.979868;0.584642;5.01804;1.0545;0.656052;4.37504;0.0193366;0.0152525;9.15692;1;1;5.5
0.972185;0.620707;5.00422;1.05381;0.673459;4.37036;0.0189305;0.0138041;9.15693;1;1;5.5
