tagX;tagY;tagZ;GPSChildX;GPSChildY;GPSChildZ;GPSMotherX;GPSMotherY;GPSMotherZ;pontosX;pontosY;pontosZ
0.00439189;0.996959;5.43178;0.0270941;1.06943;4.04488;0.0208215;0.0210802;9.18281;0;1;6.5
0.00439189;0.996959;5.43178;0.0270941;1.06943;4.04488;0.0213611;0.020431;9.18248;0;1.4;6.5
0.00439189;0.996959;5.43178;0.0297239;1.07161;4.04528;0.0213611;0.020431;9.18248;0;1.4;6.5
0.00379445;0.997634;5.40382;0.0328604;1.07405;4.04554;0.0216336;0.0195504;9.1823;0;1.4;6.5
0.0131757;1.00574;5.43178;0.0362047;1.07588;4.03471;0.0217265;0.0184438;9.18209;0;1.4;6.5
0.0131757;1.00574;5.43178;0.0393282;1.07799;4.01299;0.0214448;0.0171825;9.18198;0;1.4;6.5
0.0180556;1.02917;5.58266;0.0419541;1.08063;3.99095;0.0210909;0.015803;9.18181;0;1.4;6.5
0.0180556;1.02917;5.58266;0.0441874;1.08227;3.9689;0.0206216;0.0143287;9.18169;0;1.4;6.5
0.0185669;1.01561;5.52969;0.0453045;1.08409;3.94683;0.0200395;0.0129392;9.18149;0;1.4;6.5
0.0188126;1.00901;5.49653;0.0455385;1.08633;3.92814;0.019391;0.0116124;9.1813;0;1.4;6.5
0.0193646;1.01468;5.52937;0.0452559;1.08915;3.91154;0.0187347;0.0105732;9.18098;0;1.4;6.5
0.0179241;1.0256;5.58306;0.043211;1.09334;3.89319;0.0181797;0.00972957;9.18065;0;1.4;6.5
0.0179241;1.0256;5.58306;0.0408069;1.09897;3.87269;0.0178368;0.00912027;9.18019;0;1.4;6.5
0.0178821;1.02551;5.58191;0.0408069;1.09897;3.87269;0.0175861;0.00886508;9.1797;0;1.4;6.5
0.015388;1.04306;5.65162;0.0379284;1.10584;3.85155;0.0176442;0.00874728;9.17908;0;1.4;6.5
0.00717757;1.05205;5.6378;0.0317092;1.12527;3.81113;0.0179607;0.00880816;9.17846;0;1.4;6.5
0.00448727;1.07626;5.72867;0.0317092;1.12527;3.81113;0.0184784;0.00914543;9.17773;0;1.4;6.5
0.00448727;1.07626;5.72867;0.0287559;1.1377;3.78987;0.0192545;0.00957797;9.17705;0;1.4;6.5
0.0018499;1.08448;5.72172;0.0264415;1.15149;3.76977;0.02022;0.0100647;9.17631;0;1.4;6.5
-0.00167481;1.08996;5.70068;0.0249026;1.16725;3.74961;0.0212197;0.010552;9.17567;0;1.4;6.5
-0.00247235;1.12889;5.77473;0.0243394;1.18375;3.73105;0.0212197;0.010552;9.17567;0;1.4;6.5
-0.00310681;1.13863;5.75596;0.0246251;1.20039;3.71386;0.0221921;0.0109888;9.17502;0;1.4;6.5
-0.00310681;1.13863;5.75596;0.0255705;1.21773;3.69605;0.0228725;0.0114229;9.17451;0;1.4;6.5
-0.00081632;1.16278;5.81234;0.027332;1.23519;3.67837;0.0234823;0.0116399;9.17404;0;1.4;6.5
0.0006103;1.17578;5.81015;0.0294638;1.24989;3.6682;0.0238869;0.0116781;9.17371;0;1.4;6.5
0.00343214;1.19567;5.83731;0.0318692;1.26538;3.66153;0.0241912;0.0115476;9.17341;0;1.4;6.5
0.00934055;1.2128;5.80948;0.0367721;1.27806;3.66041;0.0242381;0.0112776;9.17326;0;1.4;6.5
0.00934055;1.2128;5.80948;0.039505;1.29001;3.66034;0.0241284;0.0109483;9.1731;0;1.4;6.5
0.0133786;1.23035;5.84672;0.0428344;1.30085;3.66006;0.0239785;0.0104824;9.17304;0;1.4;6.5
0.0164813;1.23797;5.84578;0.0462486;1.31015;3.66021;0.0237156;0.010045;9.17293;0;1.4;6.5
0.0238536;1.2562;5.85297;0.0496556;1.31873;3.6596;0.0234074;0.00957518;9.17285;0;1.4;6.5
0.0267941;1.25854;5.82999;0.0527924;1.32616;3.6588;0.0231317;0.00902767;9.17266;0;1.4;6.5
0.0267941;1.25854;5.82999;0.0557596;1.33332;3.65839;0.022583;0.00843831;9.17211;0;1.4;6.5
0.0295221;1.26437;5.82556;0.058356;1.34041;3.65748;0.0223974;0.00844049;9.17172;0;1.4;6.5
0.0323327;1.27614;5.85334;0.0607343;1.3474;3.65626;0.0224024;0.00875211;9.17117;0;1.4;6.5
0.0359049;1.28835;5.84636;0.0628889;1.35483;3.65382;0.0226658;0.00925588;9.17061;0;1.4;6.5
0.0374647;1.29049;5.83271;0.0647684;1.36251;3.65028;0.0231259;0.00999438;9.1699;0;1.4;6.5
0.0374647;1.29049;5.83271;0.0665197;1.37059;3.64607;0.0231259;0.00999438;9.1699;-1.4;1.4;6.5
0.0378729;1.29645;5.82649;0.0680731;1.37931;3.64215;0.0235659;0.0107918;9.16921;-1.4;1.4;6.5
0.0392955;1.30894;5.84845;0.0695314;1.38831;3.63794;0.0244852;0.0128092;9.16771;-1.4;1.4;6.5
0.0409755;1.32792;5.8735;0.0708933;1.39764;3.63266;0.025061;0.0137508;9.16698;-1.4;1.4;6.5
0.0405989;1.33623;5.87724;0.0711652;1.40704;3.62634;0.025602;0.0146403;9.16637;-1.4;1.4;6.5
0.0405989;1.33623;5.87724;0.0700066;1.4166;3.6194;0.025967;0.0153841;9.16578;-1.4;1.4;6.5
0.038648;1.34395;5.88101;0.0627406;1.43465;3.60598;0.0260997;0.0161209;9.16537;-1.4;1.4;6.5
0.0343161;1.34658;5.86351;0.0554467;1.44284;3.59947;0.0260354;0.0166939;9.16501;-1.4;1.4;6.5
0.0190163;1.36133;5.87837;0.0446758;1.44995;3.59265;0.0258625;0.0170196;9.16481;-1.4;1.4;6.5
0.00660971;1.36725;5.88836;0.0298863;1.45608;3.58538;0.0255452;0.0170267;9.16462;-1.4;1.4;6.5
0.00660971;1.36725;5.88836;0.0107239;1.46089;3.57725;0.0251354;0.016824;9.16456;-1.4;1.4;6.5
-0.0115662;1.37118;5.89002;-0.0127448;1.46441;3.5685;0.0248589;0.0163729;9.16447;-1.4;1.4;6.5
-0.034458;1.37596;5.90634;-0.040516;1.46613;3.55994;0.0246425;0.0159998;9.16446;-1.4;1.4;6.5
-0.0927984;1.37547;5.9135;-0.072178;1.46647;3.55111;0.0245242;0.0155577;9.16435;-1.4;1.4;6.5
-0.128152;1.38678;5.97637;-0.107394;1.46554;3.54196;0.0243479;0.0151942;9.16427;-1.4;1.4;6.5
-0.128152;1.38678;5.97637;-0.145389;1.46358;3.53282;0.0242317;0.0149468;9.16405;-1.4;1.4;6.5
-0.165547;1.38012;5.9657;-0.184605;1.46119;3.52396;0.0241461;0.0147539;9.16379;-1.4;1.4;6.5
-0.204209;1.37639;5.97168;-0.223989;1.45818;3.51658;0.0240866;0.0146506;9.16338;-1.4;1.4;6.5
-0.280714;1.36789;5.97664;-0.262804;1.45523;3.5099;0.0240931;0.014777;9.16292;-1.4;1.4;6.5
-0.319495;1.37084;6.0124;-0.300856;1.45268;3.50251;0.0240655;0.0150712;9.1623;-1.4;1.4;6.5
-0.319495;1.37084;6.0124;-0.337421;1.45108;3.49481;0.0240097;0.0155289;9.16168;-1.4;1.4;6.5
-0.353293;1.3645;6.00454;-0.371781;1.45033;3.48677;0.0239292;0.016219;9.16095;-1.4;1.4;6.5
-0.385649;1.36161;6.00215;-0.403706;1.45059;3.47931;0.0238912;0.0169791;9.16027;-1.4;1.4;6.5
-0.447326;1.37229;6.07137;-0.433647;1.45258;3.47148;0.0238577;0.017784;9.15953;-1.4;1.4;6.5
-0.469845;1.36386;6.0216;-0.462153;1.45541;3.46298;0.0237291;0.0184952;9.15891;-1.4;1.4;6.5
-0.469845;1.36386;6.0216;-0.489657;1.45958;3.45367;0.0234595;0.018968;9.15829;-1.4;1.4;6.5
-0.495239;1.37386;6.0545;-0.515659;1.46467;3.44557;0.0230143;0.0192133;9.15782;-1.4;1.4;6.5
-0.518291;1.3732;6.04333;-0.541143;1.47078;3.43715;0.0224549;0.0191855;9.1574;-1.4;1.4;6.5
-0.565172;1.39032;6.07733;-0.566773;1.47741;3.42829;0.0219399;0.0189613;9.15714;-1.4;1.4;6.5
-0.593208;1.40198;6.11414;-0.593026;1.48393;3.41998;0.021441;0.0184461;9.15694;-1.4;1.4;6.5
-0.593208;1.40198;6.11414;-0.620118;1.48992;3.4115;0.020742;0.0175744;9.15689;-1.4;1.4;6.5
-0.610152;1.39038;6.03408;-0.647802;1.49594;3.40337;0.0199943;0.0164832;9.15685;-1.4;1.4;6.5
-0.641804;1.40618;6.08626;-0.675315;1.49905;3.40692;0.0193366;0.0152525;9.15692;-1.4;1.4;6.5
-0.725732;1.47522;6.33252;-0.707925;1.50427;3.41076;0.0189305;0.0138041;9.15693;-1.4;1.4;6.5
-0.741964;1.44778;6.19747;-0.740326;1.50842;3.41253;0.0187135;0.0123254;9.15698;-1.4;1.4;6.5
-0.741964;1.44778;6.19747;-0.773784;1.51255;3.4153;0.0188031;0.0109148;9.15691;-1.4;1.4;6.5
-0.767325;1.44075;6.14291;-0.808978;1.51641;3.42916;0.0190967;0.00959421;9.15682;-1.4;1.4;6.5
-0.79516;1.43674;6.0964;-0.84304;1.52294;3.44303;0.0194961;0.0084624;9.15655;-1.4;1.4;6.5
-0.858452;1.44015;6.01759;-0.877358;1.53012;3.4522;0.0200234;0.00769226;9.15623;-1.4;1.4;6.5
-0.900675;1.46085;6.05931;-0.9119;1.53905;3.45913;0.0205381;0.00706053;9.15574;-1.4;1.4;6.5
-0.900675;1.46085;6.05931;-0.945422;1.54991;3.47356;0.0210284;0.00682853;9.1552;-1.4;1.4;6.5
-0.928195;1.4634;6.0067;-0.976172;1.56555;3.48757;0.0215879;0.00695981;9.1545;-1.4;1.4;6.5
-0.960442;1.47893;5.99295;-1.00207;1.58234;3.4932;0.0220408;0.00750375;9.15379;-1.4;1.4;6.5
-1.00747;1.50474;5.95381;-1.02487;1.60088;3.49709;0.0224169;0.00827986;9.15299;-1.4;1.4;6.5
-1.0266;1.52326;5.95028;-1.04366;1.62133;3.49846;0.0226463;0.00922358;9.15224;-1.4;1.4;6.5
-1.0266;1.52326;5.95028;-1.05713;1.64356;3.49746;0.0227615;0.0102858;9.15146;-1.4;1.4;6.5
-1.03888;1.54272;5.9457;-1.05713;1.64356;3.49746;0.0227615;0.0102858;9.15146;-1.4;1.4;6.5
-1.04398;1.56196;5.93931;-1.06521;1.66701;3.49311;0.022768;0.0113283;9.15079;-1.4;1.4;6.5
-1.04826;1.59004;5.96626;-1.06764;1.69156;3.48521;0.0227624;0.0123017;9.15015;-1.4;1.4;6.5
-1.04614;1.61821;5.99029;-1.06539;1.71658;3.47547;0.022587;0.0132302;9.14968;-1.4;1.4;6.5
-1.04614;1.61821;5.99029;-1.05904;1.74157;3.46422;0.0223065;0.0138535;9.14926;-1.4;1.4;6.5
-1.0384;1.64414;6.00763;-1.05904;1.74157;3.46422;0.0223065;0.0138535;9.14926;-1.4;1.4;6.5
-1.02558;1.66498;6.01232;-1.04993;1.76533;3.45245;0.0220747;0.0143525;9.14902;-1.4;1.4;6.5
-1.01337;1.68676;6.02558;-1.03962;1.78686;3.44093;0.0218982;0.0146716;9.14882;-1.4;1.4;6.5
-0.99538;1.69504;5.99927;-1.02963;1.80554;3.43018;0.0217172;0.0147463;9.14878;-1.4;1.4;6.5
-0.99538;1.69504;5.99927;-1.02148;1.82061;3.42008;0.0215437;0.0146102;9.14874;-1.4;1.4;6.5
-0.986231;1.7104;6.01156;-1.0166;1.83133;3.41064;0.0213378;0.0142908;9.14878;-1.4;1.4;6.5
-0.98224;1.73021;6.04249;-1.01594;1.83729;3.40078;0.0212637;0.0138828;9.14876;-1.4;1.4;6.5
-0.983677;1.72759;6.04121;-1.02;1.83856;3.39076;0.0213063;0.0135094;9.14876;-1.4;1.4;6.5
-0.998578;1.73506;6.08848;-1.02894;1.83523;3.38096;0.0214437;0.0131961;9.14864;-1.4;1.4;6.5
-0.998578;1.73506;6.08848;-1.04258;1.82764;3.37178;0.0215337;0.0130547;9.14849;-1.4;1.4;6.5
-1.01078;1.7242;6.08778;-1.06047;1.81618;3.36284;0.0217118;0.0130933;9.14817;-1.4;1.4;6.5
-1.0336;1.71797;6.12139;-1.08159;1.80188;3.35474;0.0218896;0.0133834;9.14781;-1.4;1.4;6.5
-1.08078;1.68877;6.14734;-1.10466;1.78566;3.347;0.0221439;0.0140524;9.14727;-1.4;1.4;6.5
-1.11008;1.67656;6.17734;-1.1294;1.76871;3.33867;0.0222837;0.0148847;9.1467;-1.4;1.4;6.5
-1.11008;1.67656;6.17734;-1.1294;1.76871;3.33867;0.0223386;0.0159449;9.14599;-1.4;1.4;6.5
-1.1308;1.65212;6.16379;-1.15408;1.75172;3.33025;0.0223021;0.0172318;9.14529;-1.4;1.4;6.5
-1.15348;1.63392;6.16818;-1.17766;1.73558;3.32261;0.0221284;0.0184745;9.14452;-1.4;1.4;6.5
-1.19065;1.60085;6.1651;-1.19934;1.72128;3.31519;0.021987;0.0197725;9.14383;-1.4;1.4;6.5
-1.20886;1.59304;6.18719;-1.2188;1.70902;3.30706;0.0217752;0.0212373;9.14313;-1.4;1.4;6.5
-1.20886;1.59304;6.18719;-1.25084;1.69118;3.28648;0.0215897;0.0225483;9.14258;-1.4;1.4;6.5
-1.22638;1.5895;6.21705;-1.26279;1.686;3.27466;0.0212663;0.0236209;9.14207;-1.4;1.4;6.5
-1.23742;1.58507;6.23282;-1.272;1.68282;3.26272;0.0209807;0.0245302;9.14174;-1.4;1.4;6.5
-1.25152;1.58029;6.2587;-1.27914;1.68141;3.25138;0.0207749;0.0252305;9.14146;-1.4;1.4;6.5
-1.25443;1.57841;6.26274;-1.28473;1.68121;3.24025;0.0206625;0.0256044;9.14135;-1.4;1.4;6.5
-1.25443;1.57841;6.26274;-1.28931;1.68137;3.22938;0.0206084;0.0257103;9.14126;-1.4;1.4;6.5
-1.25634;1.57614;6.26417;-1.29317;1.6816;3.21992;0.020626;0.0256009;9.14129;-1.4;1.4;6.5
-1.27456;1.59637;6.34927;-1.29665;1.68135;3.21156;0.020716;0.0252095;9.14129;-1.4;1.4;6.5
-1.26232;1.57532;6.28814;-1.29665;1.68135;3.21156;0.0206774;0.0245723;9.14135;-1.4;1.4;6.5
-1.2697;1.57623;6.30184;-1.30019;1.67979;3.2041;0.0206154;0.0237925;9.14131;-1.4;1.4;6.5
-1.2697;1.57623;6.30184;-1.30412;1.67705;3.19725;0.0207607;0.0229785;9.14128;-1.4;1.4;6.5
-1.27239;1.57051;6.29825;-1.30862;1.67199;3.1935;0.0207607;0.0229785;9.14128;-1.4;1.4;6.5
