X;Y;Z
0.00357527;-0.00556434;2.88588
0.00361571;-0.00557647;2.89074
0.00366103;-0.00559004;2.89739
0.00362354;-0.0056183;2.89616
0.0035829;-0.00560587;2.89119
0.00362479;-0.00555395;2.89495
0.00363045;-0.00565875;2.9009
0.0035829;-0.00560587;2.89119
0.0035829;-0.00560587;2.89119
0.00359181;-0.00558265;2.89514
0.0035829;-0.00560587;2.89119
0.0035829;-0.00560587;2.89119
0.00354696;-0.00557005;2.88876
0.00362354;-0.0056183;2.89616
0.0035829;-0.00560587;2.89119
0.00362434;-0.00555479;2.89466
0.00362354;-0.0056183;2.89616
0.00362354;-0.0056183;2.89616
0.00365224;-0.00561321;2.89352
0.00362354;-0.0056183;2.89616
0.0035547;-0.00561175;2.89418
0.0035829;-0.00560587;2.89119
0.00362479;-0.00555395;2.89495
0.0035829;-0.00560587;2.89119
0.00363245;-0.00559529;2.90014
0.00363045;-0.00565875;2.9009
0.0035829;-0.00560587;2.89119
0.00365224;-0.00561321;2.89352
0.00362354;-0.0056183;2.89616
0.00362354;-0.0056183;2.89616
0.00362354;-0.0056183;2.89616
0.0035829;-0.00560587;2.89119
0.00359181;-0.00558265;2.89514
0.0035829;-0.00560587;2.89119
0.00362354;-0.0056183;2.89616
0.00365224;-0.00561321;2.89352
0.00367933;-0.00567699;2.90006
0.00362354;-0.0056183;2.89616
0.00366103;-0.00559004;2.89739
0.0035829;-0.00560587;2.89119
0.00359178;-0.0055841;2.89507
0.00361383;-0.00564005;2.89161
0.00361571;-0.00557647;2.89074
0.00362354;-0.0056183;2.89616
0.0035829;-0.00560587;2.89119
0.00365224;-0.00561321;2.89352
0.00362354;-0.0056183;2.89616
0.00365224;-0.00561321;2.89352
0.00365224;-0.00561321;2.89352
0.00362354;-0.0056183;2.89616
0.00362354;-0.0056183;2.89616
0.00369856;-0.00576257;2.89378
0.00362479;-0.00555395;2.89495
0.00364263;-0.00563512;2.88909
0.0036535;-0.00554896;2.89233
0.00361383;-0.00564005;2.89161
0.00365224;-0.00561321;2.89352
0.00362354;-0.0056183;2.89616
0.00361571;-0.00557647;2.89074
0.00362354;-0.0056183;2.89616
0.00365224;-0.00561321;2.89352
0.00361571;-0.00557647;2.89074
0.00362354;-0.0056183;2.89616
0.00362354;-0.0056183;2.89616
0.00365224;-0.00561321;2.89352
0.00365224;-0.00561321;2.89352
0.00362354;-0.0056183;2.89616
0.00364263;-0.00563512;2.88909
0.00367933;-0.00567699;2.90006
0.00362354;-0.0056183;2.89616
0.0035829;-0.00560587;2.89119
0.0035829;-0.00560587;2.89119
0.0035829;-0.00560587;2.89119
0.0035829;-0.00560587;2.89119
0.00362354;-0.0056183;2.89616
0.00357527;-0.00556434;2.88588
0.00362354;-0.0056183;2.89616
0.00359527;-0.00562416;2.89912
0.0035829;-0.00560587;2.89119
0.0035829;-0.00560587;2.89119
0.0035829;-0.00560587;2.89119
0.00359208;-0.00552006;2.89325
0.00361571;-0.00557647;2.89074
0.00361571;-0.00557647;2.89074
0.00362354;-0.0056183;2.89616
0.0035829;-0.00560587;2.89119
0.00362354;-0.0056183;2.89616
0.00361571;-0.00557647;2.89074
0.00362354;-0.0056183;2.89616
0.0035829;-0.00560587;2.89119
0.0035829;-0.00560587;2.89119
0.0035547;-0.00561175;2.89418
0.00360598;-0.00569925;2.89436
0.0035547;-0.00561175;2.89418
0.00362354;-0.0056183;2.89616
0.0035829;-0.00560587;2.89119
0.0035829;-0.00560587;2.89119
0.0035547;-0.00561175;2.89418
0.0035547;-0.00561175;2.89418
0.00362354;-0.0056183;2.89616
